id,Date,Tweet,cleaned_tweet,Json,Help and Relief Phrase,Damage Phrase,Loss Phrase,labels
1248,2023-02-09 10:17:26+00:00,दुःखद : तुर्की-सीरिया भूकंप में मौतों का आंकड़ा 15 हजार के पार https://t.co/GUBWjJpXns via @https://twitter.com/FrontLineNews7,दुःखद : तुर्की-सीरिया भूकंप में मौतों का आंकड़ा 15 हजार के पार   @,"{
    ""DEATHS"": ""मौतों का आंकड़ा 15 हजार के पार"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O']"
1249,2023-02-12 04:48:46+00:00,"तुर्की-सीरिया में भूकंप से अब तक 28,000 से ज्यादा लोगों की मौत। एक नवजात 128 घंटे बाद मलबे से ज़िंदा बाहर निकला। https://t.co/eUxYiQfuco","तुर्की-सीरिया में भूकंप से अब तक 28,000 से ज्यादा लोगों की मौत। एक नवजात 128 घंटे बाद मलबे से ज़िंदा बाहर निकला।","{
    ""DEATHS"": ""28,000 से ज्यादा लोगों की मौत"",
    ""MISSING"": NaN,
    ""TRAP"": ""128 घंटे बाद मलबे से ज़िंदा बाहर निकला"",
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'B-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'O']"
1250,2023-02-08 06:08:49+00:00,"फैक्ट चेक: भावुक कर देने वाली इन तस्वीरों का तुर्की-सीरिया में आए भूकंप से कोई लेना-देना नहीं 
(@heyiamsanjana )

https://t.co/TQLHKoM3Fd

#AFWACheck #AFWAFactCheck #FactCheck #IndiaToday #Turkey #Syria #TurkeyQuake #syriaearthquake #TurkeyEarthquake #SyriaQuake","फैक्ट चेक: भावुक कर देने वाली इन तस्वीरों का तुर्की-सीरिया में आए भूकंप से कोई लेना-देना नहीं 
( )



                   ","{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1251,2023-02-20 18:06:23+00:00,तुर्की-सीरिया सीमा पर 6.3 तीव्रता का भूकंप https://t.co/qj4Gig1cnr,तुर्की-सीरिया सीमा पर 6.3 तीव्रता का भूकंप,"{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1252,2023-02-10 04:31:54+00:00,"तुर्की-सीरिया भूकंप में मरने वालों की संख्या 20,000 के पार।

तुर्की में अब तक 17,000 से अधिक और सीरिया में 3,000 से अधिक लोगों की मौत हो चुकी है।

सर्दियों के बीच कई लोग बेघर हो गए हैं।
#Turkey #Syria","तुर्की-सीरिया भूकंप में मरने वालों की संख्या 20,000 के पार।

तुर्की में अब तक 17,000 से अधिक और सीरिया में 3,000 से अधिक लोगों की मौत हो चुकी है।

सर्दियों के बीच कई लोग बेघर हो गए हैं।","{
    ""DEATHS"": ""20,000 के पार। तुर्की में अब तक 17,000 से अधिक और सीरिया में 3,000 से अधिक लोगों की मौत हो चुकी है।"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": ""कई लोग बेघर हो गए हैं।"",
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'B-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION']"
1253,2023-02-12 12:59:22+00:00,तुर्की सीरिया लेबनान में भयंकर भूकंप और तबाही के प्रभावितों की मदद के लिए आम भारतीय भी पीछे नहीं हैं https://t.co/lpVOGkCZfH,तुर्की सीरिया लेबनान में भयंकर भूकंप और तबाही के प्रभावितों की मदद के लिए आम भारतीय भी पीछे नहीं हैं,"{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1254,2023-02-07 07:51:22+00:00,"#TurkeyEarthquake: तुर्की, सीरिया में भूकंप से 4,300 से ज्यादा लोगों की मौत, #भारत मदद के साथ भेज रहा है राहत एवं बचाव दल

https://t.co/MLlg5jhag1

#TurkeyEarthquake #SyriaEarthquake #SyriaQuake #TurkeyQuake #Turkiye #India #NDRF #Adana #Turkey #Syria",": तुर्की, सीरिया में भूकंप से 4,300 से ज्यादा लोगों की मौत,  मदद के साथ भेज रहा है राहत एवं बचाव दल","{
    ""DEATHS"": ""4,300 से ज्यादा लोगों की मौत"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": ""मदद के साथ भेज रहा है राहत एवं बचाव दल""
}
",मदद के साथ भेज रहा है राहत एवं बचाव दल,,,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF']"
1255,2023-02-09 09:20:44+00:00,"तुर्की, सीरिया में भूकंप से अब तक 15 हजार से अधिक लोगों की मौत https://t.co/K0ixlthoB4 via @News15.in #Turkey #earthquake #Syria","तुर्की, सीरिया में भूकंप से अब तक 15 हजार से अधिक लोगों की मौत","{
    ""DEATHS"": ""15 हजार से अधिक लोगों की मौत"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
1256,2023-02-07 13:18:00+00:00,"तुर्की-सीरिया भूकंप में मरने वालों की संख्या 5,000 के पार https://t.co/PfcJlNAAIu","तुर्की-सीरिया भूकंप में मरने वालों की संख्या 5,000 के पार","{
    ""DEATHS"": ""मरने वालों की संख्या 5,000 के पार"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
1257,2023-02-06 19:41:24+00:00,"तुर्की , सीरिया में आये 7.8 रिएक्टर भूकंप से सैकडो लोगो की जान जाने और घायल होने की ख़बरों से दिल दहल सा गया है - दुआ करे 🤲
Saddened by the news of 7.8 magnitude of earthquake killing hundreds in #Turkey and #Syrian .
Heartfelt condolences to the bereaved families.
 Allah Reham https://t.co/7gOduAHI7M","तुर्की , सीरिया में आये 7.8 रिएक्टर भूकंप से सैकडो लोगो की जान जाने और घायल होने की ख़बरों से दिल दहल सा गया है - दुआ करे 
     7.8            .
     .","{
    ""DEATHS"": ""सैकडो लोगों की जान जाने"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": ""घायल होने की ख़बरों"",
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'O', 'O', 'O', 'O', 'O', 'B-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1258,2023-02-07 05:26:36+00:00,"मौत का इंसान से कितना गहरा ताल्लुक है
तुर्की सीरिया इराक़ में आए #भूकंप से बनी
तस्वीरें देख लीजिए!🤐

अल्लाह पाक हम सबका खात्मा
ईमान पर फरमाएं #Aameen 🤲🏼 https://t.co/NR01hxdNWu","मौत का इंसान से कितना गहरा ताल्लुक है
तुर्की सीरिया इराक़ में आए  से बनी
तस्वीरें देख लीजिए!

अल्लाह पाक हम सबका खात्मा
ईमान पर फरमाएं    ","{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1259,2023-02-08 00:41:50+00:00,"तुर्की , सीरिया में भूकंप से 20000 लोगो की जान जाने और घायल होने की आशंका @WHO ने जताई है 
भारत की @NDRFHQ की टीम भी मदद को पहुँच चुकी है। 
आप सब से भी मदद और दुआ की गुज़ारिश है 🤲

#TurkeyEarthquake #syriaearthquake https://t.co/3fWx0fFwdo","तुर्की , सीरिया में भूकंप से 20000 लोगो की जान जाने और घायल होने की आशंका  ने जताई है 
भारत की  की टीम भी मदद को पहुँच चुकी है। 
आप सब से भी मदद और दुआ की गुज़ारिश है","{
    ""DEATHS"": ""20000 लोगो की जान जाने"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": ""घायल होने की आशंका"",
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": ""भारत की  की टीम भी मदद को पहुँच चुकी है।""
}
",टीम भी मदद को पहुँच चुकी,,,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'B-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1260,2023-02-08 09:44:31+00:00,"तुर्की-सीरिया में आए भूकंप में मरने वालों की संख्या 8000 के पार.
#khabartv #NationalNews #turkeyearthquake #sirya #earthquake #latestnews #update_news #shortnews #hindinews #latestnews #update #information #hindhinews #update #TurkeyQuake #TurkeySyriaEarthquake https://t.co/4cCSuFLw5d","तुर्की-सीरिया में आए भूकंप में मरने वालों की संख्या 8000 के पार.
             _","{
    ""DEATHS"": ""मरने वालों की संख्या 8000 के पार"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O']"
1261,2023-02-09 09:19:55+00:00,"तुर्की-सीरिया के भूकंप पीड़ितों के लिए सुदर्शन पटनायक ने बनाई खास कलाकृति

https://t.co/Sox1zZiSNy

#türkiyeearthquake","तुर्की-सीरिया के भूकंप पीड़ितों के लिए सुदर्शन पटनायक ने बनाई खास कलाकृति



 ü","{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1262,2023-02-10 04:22:04+00:00,"भूकंप के कारण तुर्की-सीरिया में मरने वालों की संख्या 19 हजार के पार

केंद्र ने चीन, अन्य देशों के यात्रियों के लिए कोविड यात्रा मानदंडों में ढील दी

टेलीविजन हस्ती कीर्ति वर्मा 263 करोड़ रुपये की धोखाधड़ी मामले में ईडी के निशाने पर","भूकंप के कारण तुर्की-सीरिया में मरने वालों की संख्या 19 हजार के पार

केंद्र ने चीन, अन्य देशों के यात्रियों के लिए कोविड यात्रा मानदंडों में ढील दी

टेलीविजन हस्ती कीर्ति वर्मा 263 करोड़ रुपये की धोखाधड़ी मामले में ईडी के निशाने पर","{
    ""DEATHS"": ""मरने वालों की संख्या 19 हजार के पार"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1263,2023-02-07 14:11:47+00:00,"भूकंप से तुर्की-सीरिया में हाहाकार... भारत से उड़े C17 Globemaster प्लेन | Turkey Earthquake | Modi
#vknews #hindinews #InternationalNews #TurkeySeria #TurkeyEarthquake @PMOIndia 

Watch Video : https://t.co/FdauubQgig https://t.co/GW1S5x8Isa","भूकंप से तुर्की-सीरिया में हाहाकार... भारत से उड़े 17  प्लेन |   | 
           

  :","{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": ""भारत से उड़े 17 प्लेन""
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O']"
1264,2023-02-08 14:38:16+00:00,"Turkey Syria Earthquake: तुर्की-सीरिया भूकंप में 8300 से ज्यादा मौतें, 11 हजार इमारतें गिरीं, रेस्क्यू में 55 हजार बचावकर्मी जुटे https://t.co/95S8WGVpl7

Download the Aaj Tak app now to read our latest stories
https://t.co/7v95cBEgWU",": तुर्की-सीरिया भूकंप में 8300 से ज्यादा मौतें, 11 हजार इमारतें गिरीं, रेस्क्यू में 55 हजार बचावकर्मी जुटे","{
    ""DEATHS"": ""8300 से ज्यादा मौतें"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": ""11 हजार इमारतें गिरीं"",
    ""HELP AND RELIEF"": ""रेस्क्यू में 55 हजार बचावकर्मी जुटे""
}
",रेस्क्यू में 55 हजार बचावकर्मी जुटे,11 हजार इमारतें गिरीं,,"['O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'B-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF']"
1265,2023-02-07 03:11:56+00:00,"तुर्की, सीरिया में घातक भूकंप के बाद 4,000 से अधिक की मौत #Turkey #earthquakeinTurkey #Syria #PariwartanTV https://t.co/fyG5bF6Gce","तुर्की, सीरिया में घातक भूकंप के बाद 4,000 से अधिक की मौत","{
    ""DEATHS"": ""4,000 से अधिक की मौत"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
1266,2023-02-06 17:41:55+00:00,"तुर्की-सीरिया विनाशकारी भूकंप में मरने वालों की संख्या 2,300 के पार https://t.co/6qmxfMP7ly","तुर्की-सीरिया विनाशकारी भूकंप में मरने वालों की संख्या 2,300 के पार","{
    ""DEATHS"": ""मरने वालों की संख्या 2,300 के पार"",
    ""MISSING"": NaN,
    ""TRAP"": NaN,
    ""INJURED"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
1267,2023-02-06 06:17:06+00:00,"पीएम नरेंद्र  मोदी ने ट्वीट कर तुर्की, सीरिया में आए भूकंप पर शोक व्यक्त किया। 
@PMOIndia @narendramodi #TurkeyEarthquake #PMModi https://t.co/ldAd7znXwR","पीएम नरेंद्र  मोदी ने ट्वीट कर तुर्की, सीरिया में आए भूकंप पर शोक व्यक्त किया। 
      ","{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1268,2023-02-07 10:50:37+00:00,"तुर्की-सिरिया बॉर्डर के समीप भूकंप के झटकों से गिरी इमारतों में दबकर 1600 के करीब लोगों की मौत,अब तक तुर्की में 1014 और सीरिया में 582 लोगों के मरने की पुष्टि,भारत ने रेसक्यू के लिए NDRF की 2 टीमें और राहत सामग्री रवाना की!

अल्लाह हिफाज़त करें महफूज़ रखे https://t.co/yk9EpEHSZK","तुर्की-सिरिया बॉर्डर के समीप भूकंप के झटकों से गिरी इमारतों में दबकर 1600 के करीब लोगों की मौत,अब तक तुर्की में 1014 और सीरिया में 582 लोगों के मरने की पुष्टि,भारत ने रेसक्यू के लिए  की 2 टीमें और राहत सामग्री रवाना की!

अल्लाह हिफाज़त करें महफूज़ रखे","{
    ""DEATHS"": ""1600 के करीब लोगों की मौत, अब तक तुर्की में 1014 और सीरिया में 582 लोगों के मरने की पुष्टि"",
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": ""भारत ने रेसक्यू के लिए  की 2 टीमें और राहत सामग्री रवाना की""
}
",रेसक्यू के लिए की 2 टीमें और राहत सामग्री रवाना,गिरी इमारतों,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1269,2023-02-07 12:03:43+00:00,तुर्की-सिरिया / भूकंप के झटकों से गिरी इमारतों में दबकर 1600 के करीब लोग... https://t.co/8Z3JFg4SQ6 via @YouTube @Turki_alalshikh @trpresidency @AbdulazizTF @TurkEmbDelhi,तुर्की-सिरिया / भूकंप के झटकों से गिरी इमारतों में दबकर 1600 के करीब लोग...,"{
    ""DEATHS"": ""1600 के करीब लोग"",
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,गिरी इमारतों,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O']"
1270,2023-02-10 03:01:59+00:00,"तुर्की सीरिया में भूकंप की तबाही से अल्लाह रहम करें। दुआ करें तुर्की के लिए
#Turkiye 
#TurkishEarthquake https://t.co/7NT8LepQzL","तुर्की सीरिया में भूकंप की तबाही से अल्लाह रहम करें। दुआ करें तुर्की के लिए
  
  ","{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
